id,source_pattern,target_pattern,slots,scene,priority,template_type,example_source,example_target,notes,review_status,provenance
TPL-0240,现在我正在{vp:VP}。,而家我{vp|progressive}。,VP,general,82,progressive,现在我正在去机场。,而家我去緊機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0241,你正在{vp:VP}。,你{vp|progressive}。,VP,general,82,progressive,你正在去机场。,你去緊機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0242,现在你正在{vp:VP}。,而家你{vp|progressive}。,VP,general,82,progressive,现在你正在去机场。,而家你去緊機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0243,我们正在{vp:VP}。,我哋{vp|progressive}。,VP,general,82,progressive,我们正在去机场。,我哋去緊機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0244,现在我们正在{vp:VP}。,而家我哋{vp|progressive}。,VP,general,82,progressive,现在我们正在去机场。,而家我哋去緊機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0245,{person:PERSON}正在{vp:VP}。,{person}{vp|progressive}。,"VP,PERSON",general,82,progressive,他正在去机场。,佢去緊機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0246,现在{person:PERSON}正在{vp:VP}。,而家{person}{vp|progressive}。,"VP,PERSON",general,82,progressive,现在他正在去机场。,而家佢去緊機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0247,我会{vp:VP}。,我會{vp}。,VP,general,82,future,我会去机场。,我會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0248,今天我会{vp:VP}。,今日我會{vp}。,VP,general,82,future,今天我会去机场。,今日我會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0249,明天我会{vp:VP}。,聽日我會{vp}。,VP,general,82,future,明天我会去机场。,聽日我會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0250,等一下我会{vp:VP}。,等陣我會{vp}。,VP,general,82,future,等一下我会去机场。,等陣我會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0251,下次我会{vp:VP}。,下次我會{vp}。,VP,general,82,future,下次我会去机场。,下次我會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0252,你会{vp:VP}。,你會{vp}。,VP,general,82,future,你会去机场。,你會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0253,今天你会{vp:VP}。,今日你會{vp}。,VP,general,82,future,今天你会去机场。,今日你會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0254,明天你会{vp:VP}。,聽日你會{vp}。,VP,general,82,future,明天你会去机场。,聽日你會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0255,等一下你会{vp:VP}。,等陣你會{vp}。,VP,general,82,future,等一下你会去机场。,等陣你會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0256,下次你会{vp:VP}。,下次你會{vp}。,VP,general,82,future,下次你会去机场。,下次你會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0257,我们会{vp:VP}。,我哋會{vp}。,VP,general,82,future,我们会去机场。,我哋會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0258,今天我们会{vp:VP}。,今日我哋會{vp}。,VP,general,82,future,今天我们会去机场。,今日我哋會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0259,明天我们会{vp:VP}。,聽日我哋會{vp}。,VP,general,82,future,明天我们会去机场。,聽日我哋會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0260,等一下我们会{vp:VP}。,等陣我哋會{vp}。,VP,general,82,future,等一下我们会去机场。,等陣我哋會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0261,下次我们会{vp:VP}。,下次我哋會{vp}。,VP,general,82,future,下次我们会去机场。,下次我哋會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0262,{person:PERSON}会{vp:VP}。,{person}會{vp}。,"VP,PERSON",general,82,future,他会去机场。,佢會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0263,今天{person:PERSON}会{vp:VP}。,今日{person}會{vp}。,"VP,PERSON",general,82,future,今天他会去机场。,今日佢會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0264,明天{person:PERSON}会{vp:VP}。,聽日{person}會{vp}。,"VP,PERSON",general,82,future,明天他会去机场。,聽日佢會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0265,等一下{person:PERSON}会{vp:VP}。,等陣{person}會{vp}。,"VP,PERSON",general,82,future,等一下他会去机场。,等陣佢會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0266,下次{person:PERSON}会{vp:VP}。,下次{person}會{vp}。,"VP,PERSON",general,82,future,下次他会去机场。,下次佢會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0267,我不会{vp:VP}。,我唔會{vp}。,VP,general,82,future_negative,我不会去机场。,我唔會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0268,今天我不会{vp:VP}。,今日我唔會{vp}。,VP,general,82,future_negative,今天我不会去机场。,今日我唔會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0269,明天我不会{vp:VP}。,聽日我唔會{vp}。,VP,general,82,future_negative,明天我不会去机场。,聽日我唔會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0270,等一下我不会{vp:VP}。,等陣我唔會{vp}。,VP,general,82,future_negative,等一下我不会去机场。,等陣我唔會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0271,下次我不会{vp:VP}。,下次我唔會{vp}。,VP,general,82,future_negative,下次我不会去机场。,下次我唔會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0272,你不会{vp:VP}。,你唔會{vp}。,VP,general,82,future_negative,你不会去机场。,你唔會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0273,今天你不会{vp:VP}。,今日你唔會{vp}。,VP,general,82,future_negative,今天你不会去机场。,今日你唔會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0274,明天你不会{vp:VP}。,聽日你唔會{vp}。,VP,general,82,future_negative,明天你不会去机场。,聽日你唔會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0275,等一下你不会{vp:VP}。,等陣你唔會{vp}。,VP,general,82,future_negative,等一下你不会去机场。,等陣你唔會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0276,下次你不会{vp:VP}。,下次你唔會{vp}。,VP,general,82,future_negative,下次你不会去机场。,下次你唔會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0277,我们不会{vp:VP}。,我哋唔會{vp}。,VP,general,82,future_negative,我们不会去机场。,我哋唔會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0278,今天我们不会{vp:VP}。,今日我哋唔會{vp}。,VP,general,82,future_negative,今天我们不会去机场。,今日我哋唔會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0279,明天我们不会{vp:VP}。,聽日我哋唔會{vp}。,VP,general,82,future_negative,明天我们不会去机场。,聽日我哋唔會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0280,等一下我们不会{vp:VP}。,等陣我哋唔會{vp}。,VP,general,82,future_negative,等一下我们不会去机场。,等陣我哋唔會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0281,下次我们不会{vp:VP}。,下次我哋唔會{vp}。,VP,general,82,future_negative,下次我们不会去机场。,下次我哋唔會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0282,{person:PERSON}不会{vp:VP}。,{person}唔會{vp}。,"VP,PERSON",general,82,future_negative,他不会去机场。,佢唔會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0283,今天{person:PERSON}不会{vp:VP}。,今日{person}唔會{vp}。,"VP,PERSON",general,82,future_negative,今天他不会去机场。,今日佢唔會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0284,明天{person:PERSON}不会{vp:VP}。,聽日{person}唔會{vp}。,"VP,PERSON",general,82,future_negative,明天他不会去机场。,聽日佢唔會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0285,等一下{person:PERSON}不会{vp:VP}。,等陣{person}唔會{vp}。,"VP,PERSON",general,82,future_negative,等一下他不会去机场。,等陣佢唔會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0286,下次{person:PERSON}不会{vp:VP}。,下次{person}唔會{vp}。,"VP,PERSON",general,82,future_negative,下次他不会去机场。,下次佢唔會去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0287,我可以{vp:VP}吗？,我可唔可以{vp}呀？,VP,general,82,permission,我可以去机场吗？,我可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0288,今天我可以{vp:VP}吗？,今日我可唔可以{vp}呀？,VP,general,82,permission,今天我可以去机场吗？,今日我可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0289,明天我可以{vp:VP}吗？,聽日我可唔可以{vp}呀？,VP,general,82,permission,明天我可以去机场吗？,聽日我可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0290,现在我可以{vp:VP}吗？,而家我可唔可以{vp}呀？,VP,general,82,permission,现在我可以去机场吗？,而家我可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0291,等一下我可以{vp:VP}吗？,等陣我可唔可以{vp}呀？,VP,general,82,permission,等一下我可以去机场吗？,等陣我可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0292,下次我可以{vp:VP}吗？,下次我可唔可以{vp}呀？,VP,general,82,permission,下次我可以去机场吗？,下次我可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0293,你可以{vp:VP}吗？,你可唔可以{vp}呀？,VP,general,82,permission,你可以去机场吗？,你可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0294,今天你可以{vp:VP}吗？,今日你可唔可以{vp}呀？,VP,general,82,permission,今天你可以去机场吗？,今日你可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0295,明天你可以{vp:VP}吗？,聽日你可唔可以{vp}呀？,VP,general,82,permission,明天你可以去机场吗？,聽日你可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0296,现在你可以{vp:VP}吗？,而家你可唔可以{vp}呀？,VP,general,82,permission,现在你可以去机场吗？,而家你可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0297,等一下你可以{vp:VP}吗？,等陣你可唔可以{vp}呀？,VP,general,82,permission,等一下你可以去机场吗？,等陣你可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0298,下次你可以{vp:VP}吗？,下次你可唔可以{vp}呀？,VP,general,82,permission,下次你可以去机场吗？,下次你可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0299,我们可以{vp:VP}吗？,我哋可唔可以{vp}呀？,VP,general,82,permission,我们可以去机场吗？,我哋可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0300,今天我们可以{vp:VP}吗？,今日我哋可唔可以{vp}呀？,VP,general,82,permission,今天我们可以去机场吗？,今日我哋可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0301,明天我们可以{vp:VP}吗？,聽日我哋可唔可以{vp}呀？,VP,general,82,permission,明天我们可以去机场吗？,聽日我哋可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0302,现在我们可以{vp:VP}吗？,而家我哋可唔可以{vp}呀？,VP,general,82,permission,现在我们可以去机场吗？,而家我哋可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0303,等一下我们可以{vp:VP}吗？,等陣我哋可唔可以{vp}呀？,VP,general,82,permission,等一下我们可以去机场吗？,等陣我哋可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0304,下次我们可以{vp:VP}吗？,下次我哋可唔可以{vp}呀？,VP,general,82,permission,下次我们可以去机场吗？,下次我哋可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0305,{person:PERSON}可以{vp:VP}吗？,{person}可唔可以{vp}呀？,"VP,PERSON",general,82,permission,他可以去机场吗？,佢可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0306,今天{person:PERSON}可以{vp:VP}吗？,今日{person}可唔可以{vp}呀？,"VP,PERSON",general,82,permission,今天他可以去机场吗？,今日佢可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0307,明天{person:PERSON}可以{vp:VP}吗？,聽日{person}可唔可以{vp}呀？,"VP,PERSON",general,82,permission,明天他可以去机场吗？,聽日佢可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0308,现在{person:PERSON}可以{vp:VP}吗？,而家{person}可唔可以{vp}呀？,"VP,PERSON",general,82,permission,现在他可以去机场吗？,而家佢可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0309,等一下{person:PERSON}可以{vp:VP}吗？,等陣{person}可唔可以{vp}呀？,"VP,PERSON",general,82,permission,等一下他可以去机场吗？,等陣佢可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0310,下次{person:PERSON}可以{vp:VP}吗？,下次{person}可唔可以{vp}呀？,"VP,PERSON",general,82,permission,下次他可以去机场吗？,下次佢可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0311,我能不能{vp:VP}？,我可唔可以{vp}呀？,VP,general,82,ability_question,我能不能去机场？,我可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0312,今天我能不能{vp:VP}？,今日我可唔可以{vp}呀？,VP,general,82,ability_question,今天我能不能去机场？,今日我可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0313,明天我能不能{vp:VP}？,聽日我可唔可以{vp}呀？,VP,general,82,ability_question,明天我能不能去机场？,聽日我可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0314,现在我能不能{vp:VP}？,而家我可唔可以{vp}呀？,VP,general,82,ability_question,现在我能不能去机场？,而家我可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0315,等一下我能不能{vp:VP}？,等陣我可唔可以{vp}呀？,VP,general,82,ability_question,等一下我能不能去机场？,等陣我可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0316,下次我能不能{vp:VP}？,下次我可唔可以{vp}呀？,VP,general,82,ability_question,下次我能不能去机场？,下次我可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0317,今天你能不能{vp:VP}？,今日你可唔可以{vp}呀？,VP,general,82,ability_question,今天你能不能去机场？,今日你可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0318,明天你能不能{vp:VP}？,聽日你可唔可以{vp}呀？,VP,general,82,ability_question,明天你能不能去机场？,聽日你可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0319,现在你能不能{vp:VP}？,而家你可唔可以{vp}呀？,VP,general,82,ability_question,现在你能不能去机场？,而家你可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0320,等一下你能不能{vp:VP}？,等陣你可唔可以{vp}呀？,VP,general,82,ability_question,等一下你能不能去机场？,等陣你可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0321,下次你能不能{vp:VP}？,下次你可唔可以{vp}呀？,VP,general,82,ability_question,下次你能不能去机场？,下次你可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0322,我们能不能{vp:VP}？,我哋可唔可以{vp}呀？,VP,general,82,ability_question,我们能不能去机场？,我哋可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0323,今天我们能不能{vp:VP}？,今日我哋可唔可以{vp}呀？,VP,general,82,ability_question,今天我们能不能去机场？,今日我哋可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0324,明天我们能不能{vp:VP}？,聽日我哋可唔可以{vp}呀？,VP,general,82,ability_question,明天我们能不能去机场？,聽日我哋可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0325,现在我们能不能{vp:VP}？,而家我哋可唔可以{vp}呀？,VP,general,82,ability_question,现在我们能不能去机场？,而家我哋可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0326,等一下我们能不能{vp:VP}？,等陣我哋可唔可以{vp}呀？,VP,general,82,ability_question,等一下我们能不能去机场？,等陣我哋可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0327,下次我们能不能{vp:VP}？,下次我哋可唔可以{vp}呀？,VP,general,82,ability_question,下次我们能不能去机场？,下次我哋可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0328,{person:PERSON}能不能{vp:VP}？,{person}可唔可以{vp}呀？,"VP,PERSON",general,82,ability_question,他能不能去机场？,佢可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0329,今天{person:PERSON}能不能{vp:VP}？,今日{person}可唔可以{vp}呀？,"VP,PERSON",general,82,ability_question,今天他能不能去机场？,今日佢可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0330,明天{person:PERSON}能不能{vp:VP}？,聽日{person}可唔可以{vp}呀？,"VP,PERSON",general,82,ability_question,明天他能不能去机场？,聽日佢可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0331,现在{person:PERSON}能不能{vp:VP}？,而家{person}可唔可以{vp}呀？,"VP,PERSON",general,82,ability_question,现在他能不能去机场？,而家佢可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0332,等一下{person:PERSON}能不能{vp:VP}？,等陣{person}可唔可以{vp}呀？,"VP,PERSON",general,82,ability_question,等一下他能不能去机场？,等陣佢可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0333,下次{person:PERSON}能不能{vp:VP}？,下次{person}可唔可以{vp}呀？,"VP,PERSON",general,82,ability_question,下次他能不能去机场？,下次佢可唔可以去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0334,我为什么{vp:VP}？,我點解{vp}呀？,VP,general,82,why,我为什么去机场？,我點解去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0335,今天我为什么{vp:VP}？,今日我點解{vp}呀？,VP,general,82,why,今天我为什么去机场？,今日我點解去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0336,明天我为什么{vp:VP}？,聽日我點解{vp}呀？,VP,general,82,why,明天我为什么去机场？,聽日我點解去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0337,现在我为什么{vp:VP}？,而家我點解{vp}呀？,VP,general,82,why,现在我为什么去机场？,而家我點解去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0338,等一下我为什么{vp:VP}？,等陣我點解{vp}呀？,VP,general,82,why,等一下我为什么去机场？,等陣我點解去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0339,下次我为什么{vp:VP}？,下次我點解{vp}呀？,VP,general,82,why,下次我为什么去机场？,下次我點解去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0340,今天你为什么{vp:VP}？,今日你點解{vp}呀？,VP,general,82,why,今天你为什么去机场？,今日你點解去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0341,明天你为什么{vp:VP}？,聽日你點解{vp}呀？,VP,general,82,why,明天你为什么去机场？,聽日你點解去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0342,现在你为什么{vp:VP}？,而家你點解{vp}呀？,VP,general,82,why,现在你为什么去机场？,而家你點解去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0343,等一下你为什么{vp:VP}？,等陣你點解{vp}呀？,VP,general,82,why,等一下你为什么去机场？,等陣你點解去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0344,下次你为什么{vp:VP}？,下次你點解{vp}呀？,VP,general,82,why,下次你为什么去机场？,下次你點解去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0345,我们为什么{vp:VP}？,我哋點解{vp}呀？,VP,general,82,why,我们为什么去机场？,我哋點解去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0346,今天我们为什么{vp:VP}？,今日我哋點解{vp}呀？,VP,general,82,why,今天我们为什么去机场？,今日我哋點解去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0347,明天我们为什么{vp:VP}？,聽日我哋點解{vp}呀？,VP,general,82,why,明天我们为什么去机场？,聽日我哋點解去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0348,现在我们为什么{vp:VP}？,而家我哋點解{vp}呀？,VP,general,82,why,现在我们为什么去机场？,而家我哋點解去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0349,等一下我们为什么{vp:VP}？,等陣我哋點解{vp}呀？,VP,general,82,why,等一下我们为什么去机场？,等陣我哋點解去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0350,下次我们为什么{vp:VP}？,下次我哋點解{vp}呀？,VP,general,82,why,下次我们为什么去机场？,下次我哋點解去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0351,{person:PERSON}为什么{vp:VP}？,{person}點解{vp}呀？,"VP,PERSON",general,82,why,他为什么去机场？,佢點解去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0352,今天{person:PERSON}为什么{vp:VP}？,今日{person}點解{vp}呀？,"VP,PERSON",general,82,why,今天他为什么去机场？,今日佢點解去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0353,明天{person:PERSON}为什么{vp:VP}？,聽日{person}點解{vp}呀？,"VP,PERSON",general,82,why,明天他为什么去机场？,聽日佢點解去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0354,现在{person:PERSON}为什么{vp:VP}？,而家{person}點解{vp}呀？,"VP,PERSON",general,82,why,现在他为什么去机场？,而家佢點解去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0355,等一下{person:PERSON}为什么{vp:VP}？,等陣{person}點解{vp}呀？,"VP,PERSON",general,82,why,等一下他为什么去机场？,等陣佢點解去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0356,下次{person:PERSON}为什么{vp:VP}？,下次{person}點解{vp}呀？,"VP,PERSON",general,82,why,下次他为什么去机场？,下次佢點解去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0357,我什么时候{vp:VP}？,我幾時{vp}呀？,VP,general,82,when,我什么时候去机场？,我幾時去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0358,今天我什么时候{vp:VP}？,今日我幾時{vp}呀？,VP,general,82,when,今天我什么时候去机场？,今日我幾時去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0359,明天我什么时候{vp:VP}？,聽日我幾時{vp}呀？,VP,general,82,when,明天我什么时候去机场？,聽日我幾時去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0360,现在我什么时候{vp:VP}？,而家我幾時{vp}呀？,VP,general,82,when,现在我什么时候去机场？,而家我幾時去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0361,等一下我什么时候{vp:VP}？,等陣我幾時{vp}呀？,VP,general,82,when,等一下我什么时候去机场？,等陣我幾時去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0362,下次我什么时候{vp:VP}？,下次我幾時{vp}呀？,VP,general,82,when,下次我什么时候去机场？,下次我幾時去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0363,今天你什么时候{vp:VP}？,今日你幾時{vp}呀？,VP,general,82,when,今天你什么时候去机场？,今日你幾時去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0364,明天你什么时候{vp:VP}？,聽日你幾時{vp}呀？,VP,general,82,when,明天你什么时候去机场？,聽日你幾時去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0365,现在你什么时候{vp:VP}？,而家你幾時{vp}呀？,VP,general,82,when,现在你什么时候去机场？,而家你幾時去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0366,等一下你什么时候{vp:VP}？,等陣你幾時{vp}呀？,VP,general,82,when,等一下你什么时候去机场？,等陣你幾時去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0367,下次你什么时候{vp:VP}？,下次你幾時{vp}呀？,VP,general,82,when,下次你什么时候去机场？,下次你幾時去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0368,我们什么时候{vp:VP}？,我哋幾時{vp}呀？,VP,general,82,when,我们什么时候去机场？,我哋幾時去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0369,今天我们什么时候{vp:VP}？,今日我哋幾時{vp}呀？,VP,general,82,when,今天我们什么时候去机场？,今日我哋幾時去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0370,明天我们什么时候{vp:VP}？,聽日我哋幾時{vp}呀？,VP,general,82,when,明天我们什么时候去机场？,聽日我哋幾時去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0371,现在我们什么时候{vp:VP}？,而家我哋幾時{vp}呀？,VP,general,82,when,现在我们什么时候去机场？,而家我哋幾時去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0372,等一下我们什么时候{vp:VP}？,等陣我哋幾時{vp}呀？,VP,general,82,when,等一下我们什么时候去机场？,等陣我哋幾時去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0373,下次我们什么时候{vp:VP}？,下次我哋幾時{vp}呀？,VP,general,82,when,下次我们什么时候去机场？,下次我哋幾時去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0374,{person:PERSON}什么时候{vp:VP}？,{person}幾時{vp}呀？,"VP,PERSON",general,82,when,他什么时候去机场？,佢幾時去機場呀？,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
