dataset,id,source,source_traditional,target,reason,review_status,provenance
lexicon,LEX-0615,生殖,生殖,生殖,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0616,生锈,生鏽,生鏽,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0617,今朝,今朝,今朝,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0619,深水,深水,深水,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0620,成果,成果,成果,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0621,本来,本來,本來,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0622,来源,來源,來源,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0623,现成,現成,現成,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0624,雷公,雷公,雷公,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0626,白酒,白酒,白酒,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0627,外地,外地,外地,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0628,更大,更大,更大,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0629,墨水,墨水,墨水,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0630,水产,水產,水產,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0631,水桶,水桶,水桶,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0632,水灾,水災,水災,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0633,需求,需求,需求,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0636,事先,事先,事先,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0637,大意,大意,大意,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0639,事实,事實,事實,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0640,事迹,事蹟,事蹟,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0641,刑事,刑事,刑事,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0642,董事,董事,董事,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0643,境地,境地,境地,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0644,大麻,大麻,大麻,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0645,报应,報應,報應,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0646,书院,書院,書院,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0647,课文,課文,課文,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0648,合格,合格,合格,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0649,大力,大力,大力,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0650,敬酒,敬酒,敬酒,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0651,酒鬼,酒鬼,酒鬼,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0652,酗酒,酗酒,酗酒,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0654,大体,大體,大體,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0655,大厦,大廈,大廈,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0656,大夫,大夫,大夫,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0657,大胆,大膽,大膽,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0658,大陆,大陸,大陸,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0659,扩大,擴大,擴大,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0660,客观,客觀,客觀,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0661,教学,教學,教學,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0662,小偷,小偷,小偷,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0663,小康,小康,小康,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0664,小组,小組,小組,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0665,小鬼,小鬼,小鬼,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0667,缩小,縮小,縮小,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0670,内地,內地,內地,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0671,土地,土地,土地,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0672,地质,地質,地質,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0673,山地,山地,山地,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0674,田地,田地,田地,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0675,草地,草地,草地,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0676,阵地,陣地,陣地,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0677,陆地,陸地,陸地,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0678,学费,學費,學費,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0679,导师,導師,導師,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0680,师范,師範,師範,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0681,骑师,騎師,騎師,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0682,糖果,糖果,糖果,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0683,学识,學識,學識,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0684,化学,化學,化學,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0685,戏院,戲院,戲院,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0687,题目,題目,題目,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0688,才能,才能,才能,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0689,资格,資格,資格,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0690,司令,司令,司令,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0691,计数,計數,計數,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0692,心得,心得,心得,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0693,格外,格外,格外,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0694,无知,無知,無知,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0695,询问,詢問,詢問,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0696,追问,追問,追問,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0697,先知,先知,先知,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0698,应用,應用,應用,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0699,宿题,宿題,宿題,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0700,工资,工資,工資,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0701,题材,題材,題材,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0702,结果,結果,結果,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0704,味道,味道,味道,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0705,效能,效能,效能,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0706,呈现,呈現,呈現,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0707,现代,現代,現代,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0708,二十一,二十一,二十一,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0709,渠道,渠道,渠道,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0710,轨道,軌道,軌道,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0711,道歉,道歉,道歉,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0714,直觉,直覺,直覺,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0715,听讲,聽講,聽講,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0716,评价,評價,評價,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0717,供应,供應,供應,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0718,应酬,應酬,應酬,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0719,性格,性格,性格,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0720,答应,答應,答應,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0721,最主要,最主要,最主要,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0722,因而,因而,因而,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0726,制作,製作,製作,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0727,得意,得意,得意,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0728,估计,估計,估計,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0729,舍得,捨得,捨得,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0730,亲爱的,親愛的,親愛的,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0731,真情,真情,真情,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0732,恩情,恩情,恩情,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0733,情绪,情緒,情緒,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0734,激情,激情,激情,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0735,酌情,酌情,酌情,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0736,刹那,剎那,剎那,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0737,如何,如何,如何,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0738,没关系,沒關係,沒關係,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0739,不同意,不同意,不同意,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0740,不景气,不景氣,不景氣,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0741,不至于,不至於,不至於,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0742,你自己,你自己,你自己,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0743,直通车,直通車,直通車,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0744,运动会,運動會,運動會,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0745,音乐会,音樂會,音樂會,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0746,黑社会,黑社會,黑社會,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0747,展览会,展覽會,展覽會,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0748,神经病,神經病,神經病,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0749,特别是,特別是,特別是,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0750,打交道,打交道,打交道,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0751,运动场,運動場,運動場,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0752,岂有此理,豈有此理,豈有此理,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0753,有口无心,有口無心,有口無心,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0754,大部份,大部份,大部份,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0755,公务员,公務員,公務員,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0758,任何人,任何人,任何人,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0759,夜来香,夜來香,夜來香,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0760,老百姓,老百姓,老百姓,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0761,铁饭碗,鐵飯碗,鐵飯碗,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0762,代言人,代言人,代言人,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0763,比较少,比較少,比較少,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0764,领事馆,領事館,領事館,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0765,他自己,他自己,他自己,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0766,情报局,情報局,情報局,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0767,大伙儿,大夥兒,大夥兒,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0768,津津有味,津津有味,津津有味,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0769,私有财产,私有財產,私有財產,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0770,未知数,未知數,未知數,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0771,托儿所,託兒所,託兒所,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0772,她自己,她自己,她自己,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0773,现代化,現代化,現代化,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0774,除了之外,除了之外,除了之外,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0775,七月一号,七月一號,七月一號,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0776,非常重要,非常重要,非常重要,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0777,一帆风顺,一帆風順,一帆風順,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0778,川流不息,川流不息,川流不息,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0779,恐怖份子,恐怖份子,恐怖份子,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0780,红十字会,紅十字會,紅十字會,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0781,使用方便,使用方便,使用方便,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0782,无可奈何,無可奈何,無可奈何,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0783,正多边形,正多邊形,正多邊形,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0784,发表声明,發表聲明,發表聲明,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0785,嘉年华会,嘉年華會,嘉年華會,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0786,经济效益,經濟效益,經濟效益,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0787,人际关系,人際關係,人際關係,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0788,光天化日,光天化日,光天化日,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0789,外汇市场,外匯市場,外匯市場,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0790,停火协议,停火協議,停火協議,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0791,卷土重来,捲土重來,捲土重來,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0792,生日蛋糕,生日蛋糕,生日蛋糕,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0794,繁体中文,繁體中文,繁體中文,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0795,粗心大意,粗心大意,粗心大意,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0796,读者来信,讀者來信,讀者來信,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0797,无论如何,無論如何,無論如何,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0798,聘请,聘請,聘請,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0799,请求,請求,請求,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0800,把关,把關,把關,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-0801,收到,收到,收到,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
