id,slot_type,source,target,canonical_source,target_strategy,semantic_class,features,priority,review_status,provenance
SLV-00228,drink,啤酒,啤酒,啤酒,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00229,drink,红酒,紅酒,红酒,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00230,drink,白酒,白酒,白酒,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00231,drink,汤,湯,汤,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00232,drink,一杯水,一杯水,一杯水,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00233,drink,一壶茶,一壺茶,一壶茶,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00234,drink,一瓶水,一瓶水,一瓶水,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00235,drink,少冰的饮料,少冰嘅飲品,少冰的饮料,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00236,drink,无糖饮料,無糖飲品,无糖饮料,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00237,drink_additive,糖,糖,糖,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00238,drink_additive,冰,冰,冰,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00239,drink_additive,咖啡因,咖啡因,咖啡因,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00240,drink_customizable,水,水,水,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00241,drink_customizable,热水,熱水,热水,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00242,drink_customizable,冰水,凍水,冰水,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00243,drink_customizable,温水,暖水,温水,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00244,drink_customizable,茶,茶,茶,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00245,drink_customizable,奶茶,奶茶,奶茶,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00246,drink_customizable,咖啡,咖啡,咖啡,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00247,drink_customizable,牛奶,牛奶,牛奶,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00248,drink_customizable,豆浆,豆漿,豆浆,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00249,drink_customizable,果汁,果汁,果汁,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00250,drink_customizable,橙汁,橙汁,橙汁,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00251,drink_customizable,苹果汁,蘋果汁,苹果汁,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00252,drink_customizable,汽水,汽水,汽水,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00253,drink_customizable,可乐,可樂,可乐,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00254,drink_customizable,柠檬茶,檸檬茶,柠檬茶,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00255,drink_customizable,鸳鸯,鴛鴦,鸳鸯,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00256,drink_plain,水,水,水,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00257,drink_plain,热水,熱水,热水,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00258,drink_plain,冰水,凍水,冰水,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00259,drink_plain,温水,暖水,温水,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00260,drink_plain,茶,茶,茶,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00261,drink_plain,奶茶,奶茶,奶茶,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00262,drink_plain,咖啡,咖啡,咖啡,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00263,drink_plain,牛奶,牛奶,牛奶,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00264,drink_plain,豆浆,豆漿,豆浆,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00265,drink_plain,果汁,果汁,果汁,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00266,drink_plain,橙汁,橙汁,橙汁,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00267,drink_plain,苹果汁,蘋果汁,苹果汁,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00268,drink_plain,汽水,汽水,汽水,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00269,drink_plain,可乐,可樂,可乐,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00270,drink_plain,柠檬茶,檸檬茶,柠檬茶,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00271,drink_plain,鸳鸯,鴛鴦,鸳鸯,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00272,drink_plain,啤酒,啤酒,啤酒,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00273,drink_plain,红酒,紅酒,红酒,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00274,drink_plain,白酒,白酒,白酒,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00275,duration,一天,一天,一天,same_form_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00276,duration,两天,兩日,两天,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00277,duration,三天,三日,三天,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00278,duration,一个星期,一個星期,一个星期,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00279,duration,两个星期,兩個星期,两个星期,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00280,duration,一个月,一個月,一个月,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00281,duration,几小时,幾個鐘,几小时,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00282,duration,半小时,半個鐘,半小时,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00283,duration,十分钟,十分鐘,十分钟,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00284,duration,从昨天开始,由尋日開始,从昨天开始,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00285,duration,从早上开始,由朝早開始,从早上开始,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00286,duration,很久,好耐,很久,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00287,duration_simple,一天,一天,一天,same_form_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00288,duration_simple,两天,兩日,两天,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00289,duration_simple,三天,三日,三天,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00290,duration_simple,一个星期,一個星期,一个星期,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00291,duration_simple,两个星期,兩個星期,两个星期,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00292,duration_simple,一个月,一個月,一个月,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00293,duration_simple,几小时,幾個鐘,几小时,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00294,duration_simple,半小时,半個鐘,半小时,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00295,duration_simple,十分钟,十分鐘,十分钟,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00296,duration_simple,很久,好耐,很久,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00297,duration_symptom,头痛,頭痛,头痛,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00298,duration_symptom,发烧,發燒,发烧,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00299,duration_symptom,咳嗽,咳嗽,咳嗽,same_form_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00300,duration_symptom,喉咙痛,喉嚨痛,喉咙痛,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00301,duration_symptom,流鼻涕,流鼻涕,流鼻涕,same_form_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00302,duration_symptom,鼻塞,鼻塞,鼻塞,same_form_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00303,duration_symptom,肚子痛,肚痛,肚子痛,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00304,duration_symptom,胃痛,胃痛,胃痛,same_form_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00305,duration_symptom,想吐,想嘔,想吐,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00306,duration_symptom,呕吐,嘔,呕吐,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00307,duration_symptom,拉肚子,肚屙,拉肚子,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00308,duration_symptom,头晕,頭暈,头晕,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00309,duration_symptom,皮肤痒,皮膚痕,皮肤痒,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00310,duration_symptom,起疹子,出疹,起疹子,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00311,duration_symptom,牙痛,牙痛,牙痛,same_form_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00312,duration_symptom,腰痛,腰痛,腰痛,same_form_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00313,duration_symptom,背痛,背痛,背痛,same_form_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00314,duration_symptom,膝盖痛,膝頭痛,膝盖痛,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00315,duration_symptom,睡不着,瞓唔着,睡不着,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00316,duration_symptom,没有胃口,冇胃口,没有胃口,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00317,duration_symptom,感冒,傷風,感冒,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00318,food,米饭,白飯,米饭,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00319,food,炒饭,炒飯,炒饭,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00320,food,粥,粥,粥,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00321,food,面条,麵,面条,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00322,food,云吞面,雲吞麵,云吞面,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00323,food,米粉,米粉,米粉,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00324,food,河粉,河粉,河粉,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00325,food,包子,包,包子,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00326,food,饺子,餃子,饺子,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00327,food,面包,麵包,面包,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00328,food,鸡蛋,雞蛋,鸡蛋,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00329,food,鸡肉,雞肉,鸡肉,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00330,food,牛肉,牛肉,牛肉,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00331,food,猪肉,豬肉,猪肉,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00332,food,鱼,魚,鱼,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00333,food,虾,蝦,虾,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00334,food,螃蟹,蟹,螃蟹,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00335,food,青菜,青菜,青菜,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00336,food,豆腐,豆腐,豆腐,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00337,food,汤,湯,汤,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00338,food,沙拉,沙律,沙拉,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00339,food,三明治,三文治,三明治,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00340,food,汉堡,漢堡包,汉堡,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00341,food,薯条,薯條,薯条,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00342,food,披萨,薄餅,披萨,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00343,food,蛋糕,蛋糕,蛋糕,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00344,food,水果,水果,水果,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00345,food,苹果,蘋果,苹果,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00346,food,香蕉,香蕉,香蕉,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00347,food,橙子,橙,橙子,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00348,food,西瓜,西瓜,西瓜,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00349,food,早餐,早餐,早餐,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00350,food,午餐,午餐,午餐,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00351,food,晚餐,晚餐,晚餐,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00352,food,套餐,套餐,套餐,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00353,food,甜品,甜品,甜品,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00354,food,点心,點心,点心,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00355,food,烧卖,燒賣,烧卖,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00356,food,叉烧,叉燒,叉烧,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00357,food,烧鹅,燒鵝,烧鹅,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00358,food,烤鸭,燒鴨,烤鸭,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00359,food,火锅,火鍋,火锅,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00360,food,咖喱,咖喱,咖喱,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00361,food,寿司,壽司,寿司,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00362,food,海鲜,海鮮,海鲜,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00363,food,素食,素食,素食,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00364,food,外卖,外賣,外卖,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00365,food,零食,零食,零食,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00366,food,冰淇淋,雪糕,冰淇淋,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00367,food,方便面,即食麵,方便面,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00368,future_time,今天,今日,今天,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00369,future_time,明天,聽日,明天,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00370,future_time,等一下,等陣,等一下,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00371,future_time,一会儿,一陣,一会儿,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00372,future_time,早上,朝早,早上,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00373,future_time,中午,中午,中午,same_form_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00374,future_time,下午,下晝,下午,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00375,future_time,晚上,夜晚,晚上,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00376,future_time,今晚,今晚,今晚,same_form_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00377,future_time,明早,聽朝,明早,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00378,future_time,周末,週末,周末,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00379,future_time,下周,下個星期,下周,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00380,future_time,这个月,今個月,这个月,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00381,future_time,下个月,下個月,下个月,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00382,future_time,三点,三點,三点,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00383,future_time,五点半,五點半,五点半,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00384,future_time,下班以后,放工之後,下班以后,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00385,future_time,吃饭以后,食完飯之後,吃饭以后,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00386,future_time,开会之前,開會之前,开会之前,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00387,future_time,到时候,到時,到时候,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00388,future_time,马上,即刻,马上,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00389,generic_time_prefix,今天,今日,今天,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00390,generic_time_prefix,明天,聽日,明天,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00391,generic_time_prefix,现在,而家,现在,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00392,generic_time_prefix,等一下,等陣,等一下,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00393,generic_time_prefix,下次,下次,下次,same_form_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00394,ingestible_medicine,止痛药,止痛藥,止痛药,mapped_value_metadata,medical,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00395,ingestible_medicine,退烧药,退燒藥,退烧药,mapped_value_metadata,medical,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00396,ingestible_medicine,感冒药,傷風藥,感冒药,mapped_value_metadata,medical,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00397,ingestible_medicine,咳嗽药水,咳藥水,咳嗽药水,mapped_value_metadata,medical,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00398,ingestible_medicine,消炎药,消炎藥,消炎药,mapped_value_metadata,medical,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00399,ingestible_medicine,抗生素,抗生素,抗生素,same_form_metadata,medical,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00400,ingestible_medicine,胃药,胃藥,胃药,mapped_value_metadata,medical,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00401,ingestible_medicine,维生素,維他命,维生素,mapped_value_metadata,medical,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00402,ingestible_medicine,处方药,處方藥,处方药,mapped_value_metadata,medical,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00403,ingredient,糖,糖,糖,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00404,ingredient,盐,鹽,盐,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00405,ingredient,辣椒,辣椒,辣椒,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00406,ingredient,葱,蔥,葱,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00407,ingredient,蒜,蒜,蒜,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00408,ingredient,姜,薑,姜,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00409,ingredient,香菜,芫荽,香菜,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00410,ingredient,花生,花生,花生,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00411,ingredient,牛奶,牛奶,牛奶,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00412,ingredient,鸡蛋,雞蛋,鸡蛋,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00413,ingredient,海鲜,海鮮,海鲜,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00414,ingredient,味精,味精,味精,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00415,ingredient,油,油,油,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00416,ingredient,酱油,豉油,酱油,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00417,ingredient,冰,冰,冰,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00418,ingredient,奶油,忌廉,奶油,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00419,ingredient,芝士,芝士,芝士,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00420,ingredient,肉,肉,肉,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00421,ingredient,酒,酒,酒,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00422,ingredient,咖啡因,咖啡因,咖啡因,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00423,item,手机,手機,手机,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00424,item,充电器,充電器,充电器,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00425,item,充电宝,尿袋,充电宝,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00426,item,耳机,耳機,耳机,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00427,item,数据线,數據線,数据线,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00428,item,电脑,電腦,电脑,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00429,item,平板电脑,平板電腦,平板电脑,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00430,item,相机,相機,相机,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00431,item,手表,手錶,手表,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00432,item,眼镜,眼鏡,眼镜,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00433,item,雨伞,遮,雨伞,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00434,item,行李箱,行李箱,行李箱,same_form_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00435,item,背包,背包,背包,same_form_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00436,item,钱包,銀包,钱包,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00437,item,钥匙,鎖匙,钥匙,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00438,item,衣服,衫,衣服,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00439,item,裤子,褲,裤子,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00440,item,鞋子,鞋,鞋子,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00441,item,帽子,帽子,帽子,same_form_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
